Electrode,Time,rawTimeSeries-NoLineNoise,bpThetaTimeSeries,bpGammaTimeSeries,thetaAngle,thetaPower,gammaAngle,gammaPower,BinEdgesThetaAngle,AveGammaPower,SpectrogramTime,SpectrogramFreq,SpectrogramPower
mL_AH1,0.237,8.187,3.856,2.931,-0.963,45.636,-0.929,23.954,,,4.000,2.930,1860.905
mL_AH1,0.238,8.102,3.869,3.786,-0.944,43.515,-0.685,23.880,,,4.000,3.418,2542.341
mL_AH1,0.239,5.688,3.872,4.409,-0.923,41.141,-0.440,23.755,,,4.000,3.906,153.964
mL_AH1,0.240,7.977,3.864,4.761,-0.906,39.280,-0.196,23.566,,,4.000,4.395,1197.638
mL_AH1,0.241,4.805,3.848,4.824,-0.888,37.196,0.048,23.320,,,4.000,4.883,1049.272
mL_AH1,0.242,5.634,3.824,4.594,-0.875,35.591,0.292,23.017,,,4.000,5.371,1563.022
mL_AH1,0.243,3.161,3.795,4.090,-0.859,33.790,0.537,22.653,,,4.000,5.859,3116.657
mL_AH1,0.244,4.845,3.761,3.348,-0.850,32.438,0.781,22.237,,,4.000,6.348,1660.423
mL_AH1,0.245,4.480,3.723,2.417,-0.837,30.910,1.026,21.760,,,4.000,6.836,906.699
mL_AH1,0.246,7.016,3.683,1.360,-0.830,29.806,1.271,21.238,,,4.000,7.324,1424.572
mL_AH1,0.247,3.177,3.643,0.247,-0.820,28.542,1.516,20.656,,,4.000,7.813,708.798
mL_AH1,0.248,4.713,3.602,-0.850,-0.817,27.679,1.762,20.035,,,4.000,8.301,1143.926
mL_AH1,0.249,2.045,3.563,-1.862,-0.809,26.669,2.008,19.360,,,4.000,8.789,1286.509
mL_AH1,0.250,0.316,3.527,-2.726,-0.808,26.042,2.254,18.651,,,4.000,9.277,1261.002
mL_AH1,0.251,0.641,3.494,-3.390,-0.802,25.275,2.500,17.897,,,4.000,9.766,620.802
mL_AH1,0.252,-0.427,3.465,-3.820,-0.803,24.874,2.747,17.116,,,4.000,10.254,318.962
mL_AH1,0.253,-0.910,3.442,-3.994,-0.799,24.339,2.995,16.301,,,4.000,10.742,435.755
mL_AH1,0.254,-1.031,3.424,-3.912,-0.800,24.157,-3.040,15.463,,,4.000,11.230,148.906
mL_AH1,0.255,0.905,3.414,-3.590,-0.797,23.842,-2.792,14.606,,,4.000,11.719,458.872
mL_AH1,0.256,-2.559,3.411,-3.060,-0.798,23.870,-2.542,13.733,,,4.000,12.207,669.414
mL_AH1,0.257,3.679,3.416,-2.368,-0.794,23.762,-2.292,12.853,,,4.000,12.695,489.192
mL_AH1,0.258,7.920,3.430,-1.568,-0.795,23.990,-2.041,11.965,,,4.000,13.184,315.472
mL_AH1,0.259,3.886,3.453,-0.722,-0.790,24.079,-1.789,11.083,,,4.000,13.672,68.547
mL_AH1,0.260,6.843,3.485,0.109,-0.789,24.496,-1.537,10.202,,,4.000,14.160,229.223
mL_AH1,0.261,6.431,3.528,0.869,-0.783,24.770,-1.283,9.338,,,4.000,14.648,175.434
mL_AH1,0.262,11.949,3.580,1.507,-0.780,25.366,-1.027,8.485,,,4.000,15.137,404.315
mL_AH1,0.263,12.376,3.642,1.986,-0.772,25.813,-0.770,7.658,,,4.000,15.625,332.877
mL_AH1,0.264,11.574,3.714,2.283,-0.766,26.578,-0.511,6.854,,,4.000,16.113,181.673
mL_AH1,0.265,10.531,3.796,2.389,-0.755,27.187,-0.251,6.083,,,4.000,16.602,394.188
mL_AH1,0.266,14.090,3.888,2.312,-0.747,28.109,0.013,5.346,,,4.000,17.090,216.815
mL_AH1,0.267,13.600,3.991,2.072,-0.734,28.870,0.280,4.649,,,4.000,17.578,79.939
mL_AH1,0.268,14.579,4.102,1.704,-0.723,29.939,0.551,3.997,,,4.000,18.066,116.769
mL_AH1,0.269,12.753,4.223,1.248,-0.707,30.842,0.826,3.390,,,4.000,18.555,140.909
mL_AH1,0.270,12.913,4.353,0.752,-0.693,32.045,1.108,2.836,,,4.000,19.043,199.896
mL_AH1,0.271,17.796,4.492,0.262,-0.674,33.081,1.398,2.333,,,4.000,19.531,211.559
mL_AH1,0.272,11.226,4.639,-0.176,-0.659,34.409,1.699,1.888,,,4.000,20.020,172.768
mL_AH1,0.273,12.599,4.793,-0.526,-0.637,35.568,2.015,1.500,,,4.000,20.508,183.534
mL_AH1,0.274,14.228,4.955,-0.761,-0.619,37.011,2.349,1.175,,,4.000,20.996,65.025
mL_AH1,0.275,15.364,5.122,-0.866,-0.596,38.286,2.711,0.909,,,4.000,21.484,207.065
mL_AH1,0.276,12.436,5.296,-0.840,-0.575,39.833,3.106,0.707,,,4.000,21.973,232.262
mL_AH1,0.277,11.569,5.475,-0.693,-0.550,41.215,-2.740,0.567,,,4.000,22.461,242.152
mL_AH1,0.278,15.270,5.658,-0.448,-0.527,42.857,-2.266,0.490,,,4.000,22.949,22.159
mL_AH1,0.279,18.186,5.844,-0.137,-0.500,44.340,-1.771,0.475,,,4.000,23.438,85.825
mL_AH1,0.280,16.344,6.034,0.203,-0.476,46.067,-1.286,0.520,,,4.000,23.926,107.056
mL_AH1,0.281,16.641,6.226,0.531,-0.447,47.645,-0.835,0.625,,,4.000,24.414,332.614
mL_AH1,0.282,17.661,6.418,0.808,-0.421,49.448,-0.425,0.786,,,4.000,24.902,507.452
mL_AH1,0.283,15.770,6.611,1.000,-0.390,51.114,-0.053,1.002,,,4.000,25.391,512.610
mL_AH1,0.284,12.788,6.804,1.080,-0.363,52.985,0.290,1.269,,,4.000,25.879,156.052
mL_AH1,0.285,15.439,6.995,1.032,-0.332,54.735,0.610,1.584,,,4.000,26.367,236.989
mL_AH1,0.286,18.736,7.184,0.852,-0.303,56.666,0.914,1.945,,,4.000,26.855,191.369
mL_AH1,0.287,18.389,7.370,0.548,-0.270,58.493,1.205,2.346,,,4.000,27.344,76.456
mL_AH1,0.288,16.878,7.552,0.139,-0.241,60.476,1.487,2.786,,,4.000,27.832,238.998
mL_AH1,0.289,15.385,7.730,-0.344,-0.207,62.378,1.762,3.257,,,4.000,28.320,220.731
mL_AH1,0.290,16.838,7.901,-0.862,-0.176,64.405,2.032,3.762,,,4.000,28.809,27.511
mL_AH1,0.291,17.838,8.066,-1.375,-0.142,66.376,2.297,4.290,,,4.000,29.297,41.807
mL_AH1,0.292,11.915,8.223,-1.836,-0.110,68.442,2.558,4.843,,,4.000,29.785,125.386
mL_AH1,0.293,10.682,8.372,-2.205,-0.075,70.478,2.816,5.414,,,4.000,30.273,180.140
mL_AH1,0.294,10.564,8.511,-2.444,-0.042,72.575,3.072,6.002,,,4.000,30.762,188.948
mL_AH1,0.295,11.408,8.641,-2.526,-0.006,74.673,-2.957,6.604,,,4.000,31.250,408.473
mL_AH1,0.296,14.234,8.760,-2.434,0.027,76.795,-2.705,7.214,,,4.000,31.738,503.278
mL_AH1,0.297,14.736,8.868,-2.164,0.064,78.951,-2.455,7.834,,,4.000,32.227,502.847
mL_AH1,0.298,16.929,8.963,-1.724,0.097,81.092,-2.205,8.456,,,4.000,32.715,243.197
mL_AH1,0.299,23.304,9.045,-1.135,0.134,83.302,-1.957,9.084,,,4.000,33.203,50.928
mL_AH1,0.300,20.193,9.113,-0.432,0.169,85.458,-1.710,9.708,,,4.000,33.691,228.534
mL_AH1,0.301,21.974,9.167,0.345,0.207,87.719,-1.463,10.335,,,4.000,34.180,179.520
mL_AH1,0.302,23.299,9.206,1.145,0.241,89.883,-1.218,10.952,,,4.000,34.668,219.512
mL_AH1,0.303,24.705,9.229,1.916,0.280,92.191,-0.972,11.567,,,4.000,35.156,403.050
mL_AH1,0.304,24.435,9.236,2.605,0.315,94.359,-0.728,12.169,,,4.000,35.645,235.736
mL_AH1,0.305,19.763,9.226,3.163,0.353,96.711,-0.484,12.765,,,4.000,36.133,159.179
mL_AH1,0.306,19.443,9.200,3.548,0.389,98.880,-0.240,13.345,,,4.000,36.621,119.993
mL_AH1,0.307,20.263,9.155,3.730,0.428,101.272,0.003,13.911,,,4.000,37.109,85.901
mL_AH1,0.308,20.000,9.093,3.688,0.464,103.436,0.247,14.460,,,4.000,37.598,458.565
mL_AH1,0.309,19.864,9.012,3.417,0.503,105.865,0.490,14.989,,,4.000,38.086,441.115
mL_AH1,0.310,22.256,8.913,2.927,0.540,108.022,0.733,15.499,,,4.000,38.574,286.665
mL_AH1,0.311,24.777,8.795,2.243,0.579,110.485,0.975,15.982,,,4.000,39.063,220.650
mL_AH1,0.312,22.079,8.658,1.401,0.617,112.631,1.218,16.445,,,4.000,39.551,204.238
mL_AH1,0.313,19.880,8.502,0.451,0.656,115.123,1.461,16.874,,,4.000,40.039,175.245
mL_AH1,0.314,19.975,8.326,-0.551,0.694,117.257,1.704,17.280,,,4.000,40.527,126.022
mL_AH1,0.315,18.850,8.131,-1.542,0.733,119.776,1.947,17.649,,,4.000,41.016,249.006
mL_AH1,0.316,19.907,7.917,-2.461,0.771,121.893,2.190,17.992,,,4.000,41.504,203.852
mL_AH1,0.317,13.030,7.684,-3.247,0.811,124.435,2.433,18.294,,,4.000,41.992,525.722
mL_AH1,0.318,14.312,7.431,-3.851,0.849,126.536,2.676,18.566,,,4.000,42.480,388.611
mL_AH1,0.319,9.643,7.160,-4.229,0.889,129.097,2.920,18.798,,,4.000,42.969,250.987
mL_AH1,0.320,8.265,6.870,-4.357,0.928,131.178,-3.120,18.993,,,4.000,43.457,284.351
mL_AH1,0.321,7.488,6.561,-4.222,0.968,133.755,-2.876,19.150,,,4.000,43.945,461.647
mL_AH1,0.322,5.525,6.234,-3.831,1.006,135.817,-2.632,19.266,,,4.000,44.434,137.277
mL_AH1,0.323,6.877,5.890,-3.205,1.046,138.406,-2.387,19.346,,,4.000,44.922,251.897
mL_AH1,0.324,5.328,5.528,-2.382,1.086,140.447,-2.143,19.382,,,4.000,45.410,183.808
mL_AH1,0.325,12.624,5.149,-1.414,1.126,143.045,-1.898,19.383,,,4.000,45.898,267.977
mL_AH1,0.326,10.795,4.753,-0.361,1.165,145.064,-1.653,19.338,,,4.000,46.387,480.804
mL_AH1,0.327,11.153,4.342,0.711,1.205,147.666,-1.408,19.261,,,4.000,46.875,306.981
mL_AH1,0.328,13.885,3.916,1.736,1.245,149.663,-1.163,19.138,,,4.000,47.363,367.450
mL_AH1,0.329,12.405,3.475,2.648,1.285,152.267,-0.918,18.983,,,4.000,47.852,143.466
mL_AH1,0.330,13.414,3.021,3.391,1.325,154.242,-0.672,18.785,,,4.000,48.340,246.324
mL_AH1,0.331,13.125,2.553,3.921,1.366,156.842,-0.427,18.556,,,4.000,48.828,497.719
mL_AH1,0.332,14.174,2.073,4.206,1.406,158.795,-0.181,18.289,,,4.000,49.316,264.714
mL_AH1,0.333,14.253,1.581,4.233,1.446,161.389,0.064,17.990,,,4.000,49.805,170.447
mL_AH1,0.334,10.712,1.079,4.003,1.486,163.320,0.309,17.659,,,4.000,50.293,135.186
mL_AH1,0.335,5.038,0.567,3.536,1.527,165.902,0.554,17.297,,,4.000,50.781,151.764
mL_AH1,0.336,4.992,0.046,2.866,1.567,167.812,0.800,16.910,,,4.000,51.270,455.914
mL_AH1,0.337,3.207,-0.483,2.039,1.608,170.380,1.045,16.493,,,4.000,51.758,359.204
mL_AH1,0.338,4.436,-1.018,1.111,1.648,172.270,1.290,16.058,,,4.000,52.246,301.818
mL_AH1,0.339,-0.388,-1.559,0.142,1.689,174.819,1.535,15.596,,,4.000,52.734,187.338
mL_AH1,0.340,0.144,-2.105,-0.806,1.730,176.690,1.780,15.122,,,4.000,53.223,227.698
mL_AH1,0.341,0.734,-2.655,-1.675,1.770,179.217,2.024,14.625,,,4.000,53.711,270.770
mL_AH1,0.342,0.296,-3.207,-2.414,1.811,181.070,2.268,14.121,,,4.000,54.199,155.187
mL_AH1,0.343,2.404,-3.761,-2.982,1.852,183.572,2.512,13.602,,,4.000,54.688,260.225
mL_AH1,0.344,3.415,-4.315,-3.351,1.893,185.409,2.756,13.079,,,4.000,55.176,109.252
mL_AH1,0.345,1.879,-4.868,-3.507,1.934,187.883,3.000,12.548,,,4.000,55.664,137.050
mL_AH1,0.346,1.571,-5.419,-3.449,1.975,189.705,-3.041,12.015,,,5.500,0.000,11487.651
mL_AH1,0.347,-7.635,-5.968,-3.190,2.016,192.149,-2.798,11.482,,,5.500,0.488,6039.119
mL_AH1,0.348,-8.778,-6.512,-2.758,2.057,193.959,-2.556,10.950,,,5.500,0.977,3872.154
mL_AH1,0.349,-13.008,-7.050,-2.186,2.098,196.370,-2.314,10.424,,,5.500,1.465,2620.760
mL_AH1,0.350,-14.756,-7.583,-1.516,2.140,198.170,-2.074,9.901,,,5.500,1.953,5139.335
mL_AH1,0.351,-11.349,-8.107,-0.795,2.180,200.546,-1.833,9.391,,,5.500,2.441,4789.999
mL_AH1,0.352,-13.333,-8.623,-0.069,2.222,202.341,-1.594,8.885,,,5.500,2.930,3429.645
mL_AH1,0.353,-13.529,-9.128,0.619,2.263,204.680,-1.356,8.396,,,5.500,3.418,4244.562
mL_AH1,0.354,-9.876,-9.623,1.231,2.305,206.471,-1.118,7.915,,,5.500,3.906,2590.214
mL_AH1,0.355,-8.806,-10.106,1.735,2.345,208.774,-0.882,7.453,,,5.500,4.395,3623.063
mL_AH1,0.356,-5.732,-10.575,2.112,2.387,210.565,-0.647,7.002,,,5.500,4.883,4250.394
mL_AH1,0.357,-4.283,-11.030,2.347,2.428,212.830,-0.414,6.571,,,5.500,5.371,4116.396
mL_AH1,0.358,-5.110,-11.470,2.440,2.470,214.625,-0.182,6.155,,,5.500,5.859,3082.911
mL_AH1,0.359,-7.373,-11.893,2.397,2.511,216.852,0.048,5.759,,,5.500,6.348,737.119
mL_AH1,0.360,-12.412,-12.299,2.232,2.553,218.654,0.277,5.382,,,5.500,6.836,2407.168
mL_AH1,0.361,-18.185,-12.687,1.964,2.594,220.844,0.503,5.025,,,5.500,7.324,2116.312
mL_AH1,0.362,-24.011,-13.056,1.618,2.636,222.657,0.727,4.690,,,5.500,7.813,1403.820
mL_AH1,0.363,-23.996,-13.405,1.220,2.677,224.810,0.948,4.374,,,5.500,8.301,1973.689
mL_AH1,0.364,-23.396,-13.732,0.794,2.719,226.639,1.167,4.083,,,5.500,8.789,2307.163
mL_AH1,0.365,-27.084,-14.038,0.364,2.760,228.757,1.383,3.811,,,5.500,9.277,1329.979
mL_AH1,0.366,-26.911,-14.322,-0.048,2.803,230.605,1.596,3.565,,,5.500,9.766,1057.183
mL_AH1,0.367,-25.215,-14.582,-0.427,2.844,232.689,1.807,3.339,,,5.500,10.254,766.462
mL_AH1,0.368,-23.958,-14.818,-0.760,2.886,234.560,2.014,3.138,,,5.500,10.742,640.166
mL_AH1,0.369,-21.009,-15.030,-1.038,2.927,236.612,2.219,2.958,,,5.500,11.230,1038.729
mL_AH1,0.370,-21.504,-15.216,-1.258,2.970,238.510,2.421,2.803,,,5.500,11.719,616.148
mL_AH1,0.371,-20.289,-15.377,-1.417,3.011,240.532,2.620,2.669,,,5.500,12.207,273.353
mL_AH1,0.372,-18.788,-15.511,-1.516,3.053,242.461,2.817,2.558,,,5.500,12.695,523.662
mL_AH1,0.373,-19.671,-15.618,-1.558,3.095,244.454,3.013,2.469,,,5.500,13.184,595.260
mL_AH1,0.374,-21.528,-15.698,-1.546,3.137,246.417,-3.077,2.401,,,5.500,13.672,389.501
mL_AH1,0.375,-26.221,-15.749,-1.483,-3.105,248.385,-2.884,2.354,,,5.500,14.160,374.644
mL_AH1,0.376,-28.941,-15.773,-1.373,-3.062,250.383,-2.691,2.326,,,5.500,14.648,52.022
mL_AH1,0.377,-32.767,-15.768,-1.218,-3.020,252.327,-2.498,2.319,,,5.500,15.137,221.835
mL_AH1,0.378,-26.003,-15.734,-1.022,-2.977,254.363,-2.305,2.329,,,5.500,15.625,93.452
mL_AH1,0.379,-24.142,-15.672,-0.788,-2.936,256.286,-2.110,2.358,,,5.500,16.113,311.701
mL_AH1,0.380,-25.723,-15.580,-0.521,-2.893,258.362,-1.913,2.403,,,5.500,16.602,376.776
mL_AH1,0.381,-24.990,-15.458,-0.225,-2.851,260.264,-1.715,2.466,,,5.500,17.090,309.310
mL_AH1,0.382,-25.906,-15.307,0.090,-2.808,262.380,-1.514,2.542,,,5.500,17.578,436.178
mL_AH1,0.383,-21.883,-15.126,0.417,-2.767,264.263,-1.311,2.636,,,5.500,18.066,115.302
mL_AH1,0.384,-19.485,-14.916,0.743,-2.723,266.419,-1.105,2.740,,,5.500,18.555,129.134
mL_AH1,0.385,-14.617,-14.675,1.055,-2.681,268.283,-0.897,2.860,,,5.500,19.043,421.515
mL_AH1,0.386,-19.444,-14.406,1.338,-2.638,270.477,-0.686,2.990,,,5.500,19.531,410.496
mL_AH1,0.387,-21.229,-14.107,1.576,-2.596,272.322,-0.473,3.133,,,5.500,20.020,179.097
mL_AH1,0.388,-22.984,-13.778,1.753,-2.553,274.552,-0.258,3.286,,,5.500,20.508,256.914
mL_AH1,0.389,-22.181,-13.421,1.855,-2.510,276.378,-0.040,3.448,,,5.500,20.996,562.911
mL_AH1,0.390,-21.051,-13.035,1.872,-2.467,278.640,0.180,3.619,,,5.500,21.484,371.156
mL_AH1,0.391,-20.918,-12.621,1.794,-2.424,280.445,0.401,3.798,,,5.500,21.973,237.620
mL_AH1,0.392,-21.028,-12.179,1.619,-2.381,282.734,0.625,3.984,,,5.500,22.461,84.141
mL_AH1,0.393,-23.403,-11.709,1.349,-2.338,284.515,0.850,4.175,,,5.500,22.949,337.050
mL_AH1,0.394,-23.358,-11.212,0.992,-2.294,286.825,1.076,4.373,,,5.500,23.438,112.226
mL_AH1,0.395,-25.590,-10.690,0.563,-2.251,288.579,1.304,4.573,,,5.500,23.926,91.257
mL_AH1,0.396,-23.901,-10.141,0.081,-2.208,290.903,1.534,4.779,,,5.500,24.414,241.980
mL_AH1,0.397,-22.254,-9.568,-0.429,-2.164,292.625,1.764,4.984,,,5.500,24.902,479.206
mL_AH1,0.398,-22.425,-8.971,-0.940,-2.120,294.954,1.996,5.194,,,5.500,25.391,567.701
mL_AH1,0.399,-25.411,-8.350,-1.421,-2.077,296.640,2.229,5.401,,,5.500,25.879,203.481
mL_AH1,0.400,-24.575,-7.708,-1.843,-2.033,298.963,2.462,5.610,,,5.500,26.367,387.651
mL_AH1,0.401,-21.658,-7.044,-2.177,-1.989,300.607,2.697,5.816,,,5.500,26.855,303.362
mL_AH1,0.402,-23.893,-6.360,-2.400,-1.945,302.914,2.932,6.022,,,5.500,27.344,141.525
mL_AH1,0.403,-23.834,-5.658,-2.494,-1.901,304.510,-3.115,6.223,,,5.500,27.832,291.077
mL_AH1,0.404,-25.147,-4.937,-2.447,-1.857,306.789,-2.879,6.420,,,5.500,28.320,252.433
mL_AH1,0.405,-25.946,-4.201,-2.257,-1.812,308.329,-2.641,6.614,,,5.500,28.809,327.531
mL_AH1,0.406,-24.512,-3.450,-1.929,-1.768,310.566,-2.404,6.800,,,5.500,29.297,177.222
mL_AH1,0.407,-23.546,-2.685,-1.480,-1.723,312.043,-2.166,6.982,,,5.500,29.785,144.342
mL_AH1,0.408,-22.206,-1.909,-0.933,-1.679,314.226,-1.927,7.153,,,5.500,30.273,304.258
mL_AH1,0.409,-20.338,-1.122,-0.317,-1.634,315.632,-1.688,7.320,,,5.500,30.762,272.641
mL_AH1,0.410,-18.392,-0.327,0.331,-1.589,317.745,-1.449,7.474,,,5.500,31.250,224.263
mL_AH1,0.411,-17.194,0.474,0.974,-1.544,319.071,-1.210,7.621,,,5.500,31.738,272.689
mL_AH1,0.412,-13.307,1.281,1.572,-1.499,321.100,-0.971,7.755,,,5.500,32.227,203.705
mL_AH1,0.413,-11.450,2.091,2.088,-1.454,322.339,-0.732,7.880,,,5.500,32.715,126.906
mL_AH1,0.414,-11.514,2.902,2.490,-1.409,324.269,-0.493,7.991,,,5.500,33.203,438.338
mL_AH1,0.415,-12.408,3.713,2.753,-1.364,325.411,-0.254,8.090,,,5.500,33.691,158.695
mL_AH1,0.416,-11.771,4.520,2.859,-1.318,327.227,-0.015,8.176,,,5.500,34.180,90.404
mL_AH1,0.417,-7.853,5.323,2.800,-1.273,328.264,0.224,8.248,,,5.500,34.668,82.411
mL_AH1,0.418,-8.611,6.120,2.580,-1.227,329.952,0.462,8.307,,,5.500,35.156,246.827
mL_AH1,0.419,-7.898,6.907,2.210,-1.181,330.875,0.700,8.350,,,5.500,35.645,327.096
mL_AH1,0.420,-11.365,7.684,1.713,-1.136,332.420,0.938,8.382,,,5.500,36.133,29.735
mL_AH1,0.421,-7.482,8.447,1.117,-1.090,333.220,1.175,8.396,,,5.500,36.621,133.074
mL_AH1,0.422,-6.885,9.196,0.459,-1.044,334.608,1.412,8.400,,,5.500,37.109,273.030
mL_AH1,0.423,-6.095,9.928,-0.223,-0.998,335.279,1.648,8.387,,,5.500,37.598,15.407
mL_AH1,0.424,-5.336,10.641,-0.890,-0.952,336.496,1.884,8.365,,,5.500,38.086,148.634
mL_AH1,0.425,-11.428,11.332,-1.503,-0.906,337.029,2.119,8.328,,,5.500,38.574,81.483
mL_AH1,0.426,-4.481,12.001,-2.029,-0.860,338.062,2.353,8.282,,,5.500,39.063,141.021
mL_AH1,0.427,-8.571,12.645,-2.438,-0.813,338.451,2.587,8.224,,,5.500,39.551,62.142
mL_AH1,0.428,-8.255,13.262,-2.710,-0.767,339.289,2.820,8.159,,,5.500,40.039,108.573
mL_AH1,0.429,-5.143,13.850,-2.832,-0.720,339.526,3.052,8.085,,,5.500,40.527,167.958
mL_AH1,0.430,-2.442,14.408,-2.801,-0.674,340.158,-3.000,8.004,,,5.500,41.016,158.970
mL_AH1,0.431,-3.127,14.935,-2.621,-0.627,340.238,-2.769,7.919,,,5.500,41.504,186.941
mL_AH1,0.432,-2.858,15.427,-2.305,-0.581,340.654,-2.539,7.828,,,5.500,41.992,163.675
mL_AH1,0.433,-4.245,15.885,-1.874,-0.534,340.572,-2.310,7.737,,,5.500,42.480,386.879
mL_AH1,0.434,-3.702,16.306,-1.352,-0.488,340.763,-2.082,7.642,,,5.500,42.969,121.701
mL_AH1,0.435,-0.623,16.690,-0.770,-0.441,340.514,-1.855,7.550,,,5.500,43.457,250.591
mL_AH1,0.436,3.045,17.035,-0.157,-0.394,340.474,-1.628,7.455,,,5.500,43.945,99.553
mL_AH1,0.437,0.985,17.341,0.453,-0.347,340.055,-1.403,7.366,,,5.500,44.434,21.842
mL_AH1,0.438,-0.938,17.605,1.032,-0.301,339.778,-1.178,7.277,,,5.500,44.922,168.169
mL_AH1,0.439,0.049,17.828,1.550,-0.254,339.186,-0.955,7.195,,,5.500,45.410,106.531
mL_AH1,0.440,0.855,18.009,1.985,-0.207,338.669,-0.732,7.115,,,5.500,45.898,147.481
mL_AH1,0.441,2.014,18.148,2.317,-0.160,337.902,-0.509,7.042,,,5.500,46.387,75.648
mL_AH1,0.442,2.231,18.243,2.532,-0.113,337.143,-0.288,6.974,,,5.500,46.875,247.093
mL_AH1,0.443,2.517,18.296,2.623,-0.066,336.200,-0.067,6.913,,,5.500,47.363,351.550
mL_AH1,0.444,3.420,18.305,2.588,-0.020,335.200,0.154,6.857,,,5.500,47.852,151.309
mL_AH1,0.445,1.365,18.271,2.429,0.028,334.081,0.374,6.808,,,5.500,48.340,214.731
mL_AH1,0.446,1.452,18.194,2.156,0.074,332.840,0.594,6.766,,,5.500,48.828,386.927
mL_AH1,0.447,7.255,18.074,1.783,0.121,331.548,0.813,6.728,,,5.500,49.316,400.055
mL_AH1,0.448,5.260,17.913,1.328,0.168,330.070,1.032,6.698,,,5.500,49.805,137.947
mL_AH1,0.449,-1.357,17.710,0.811,0.215,328.607,1.251,6.671,,,5.500,50.293,548.939
mL_AH1,0.450,-1.215,17.467,0.259,0.261,326.898,1.470,6.652,,,5.500,50.781,760.537
mL_AH1,0.451,-0.417,17.183,-0.305,0.309,325.268,1.689,6.633,,,5.500,51.270,666.909
mL_AH1,0.452,0.650,16.862,-0.852,0.355,323.334,1.908,6.621,,,5.500,51.758,564.823
mL_AH1,0.453,-2.144,16.502,-1.359,0.402,321.542,2.128,6.609,,,5.500,52.246,133.767
mL_AH1,0.454,-1.803,16.107,-1.800,0.448,319.392,2.347,6.600,,,5.500,52.734,435.811
mL_AH1,0.455,-2.289,15.677,-2.155,0.495,317.444,2.567,6.591,,,5.500,53.223,277.596
mL_AH1,0.456,-1.785,15.214,-2.406,0.541,315.089,2.787,6.584,,,5.500,53.711,108.950
mL_AH1,0.457,-1.394,14.719,-2.541,0.588,312.992,3.007,6.575,,,5.500,54.199,172.017
mL_AH1,0.458,0.248,14.195,-2.553,0.634,310.445,-3.055,6.565,,,5.500,54.688,481.287
mL_AH1,0.459,-2.893,13.642,-2.440,0.681,308.208,-2.834,6.553,,,5.500,55.176,657.996
mL_AH1,0.460,-2.363,13.064,-2.208,0.727,305.482,-2.613,6.537,,,5.500,55.664,342.221
mL_AH1,0.461,-4.222,12.461,-1.869,0.773,303.113,-2.392,6.519,,,7.000,0.000,15525.583
mL_AH1,0.462,-5.250,11.836,-1.438,0.819,300.224,-2.171,6.495,,,7.000,0.488,9298.273
mL_AH1,0.463,1.072,11.191,-0.938,0.865,297.735,-1.949,6.468,,,7.000,0.977,1469.750
mL_AH1,0.464,-0.728,10.528,-0.394,0.911,294.698,-1.727,6.434,,,7.000,1.465,1920.852
mL_AH1,0.465,-3.621,9.848,0.167,0.957,292.100,-1.505,6.396,,,7.000,1.953,1766.609
mL_AH1,0.466,-4.287,9.155,0.717,1.002,288.934,-1.282,6.350,,,7.000,2.441,3618.370
mL_AH1,0.467,-0.737,8.451,1.226,1.048,286.240,-1.060,6.299,,,7.000,2.930,3044.907
mL_AH1,0.468,-2.751,7.737,1.671,1.093,282.963,-0.838,6.240,,,7.000,3.418,4586.478
mL_AH1,0.469,-4.760,7.015,2.028,1.138,280.186,-0.616,6.176,,,7.000,3.906,4066.920
mL_AH1,0.470,-2.921,6.288,2.281,1.183,276.817,-0.394,6.104,,,7.000,4.395,1360.591
mL_AH1,0.471,-4.210,5.558,2.418,1.228,273.972,-0.172,6.025,,,7.000,4.883,1686.514
mL_AH1,0.472,-5.671,4.826,2.434,1.273,270.532,0.050,5.940,,,7.000,5.371,2721.632
mL_AH1,0.473,-8.271,4.095,2.330,1.318,267.633,0.271,5.847,,,7.000,5.859,1873.530
mL_AH1,0.474,-6.295,3.367,2.112,1.362,264.142,0.493,5.749,,,7.000,6.348,1808.618
mL_AH1,0.475,-8.286,2.643,1.796,1.407,261.205,0.714,5.643,,,7.000,6.836,1197.200
mL_AH1,0.476,-10.239,1.926,1.397,1.451,257.685,0.935,5.533,,,7.000,7.324,1730.529
mL_AH1,0.477,-9.564,1.216,0.940,1.495,254.726,1.155,5.415,,,7.000,7.813,1950.840
mL_AH1,0.478,-12.296,0.515,0.447,1.538,251.197,1.375,5.294,,,7.000,8.301,2184.557
mL_AH1,0.479,-15.147,-0.174,-0.055,1.582,248.233,1.595,5.165,,,7.000,8.789,2009.489
mL_AH1,0.480,-16.600,-0.851,-0.541,1.625,244.716,1.814,5.034,,,7.000,9.277,1394.130
mL_AH1,0.481,-17.778,-1.515,-0.987,1.668,241.764,2.033,4.896,,,7.000,9.766,1242.781
mL_AH1,0.482,-17.873,-2.163,-1.373,1.711,238.279,2.252,4.756,,,7.000,10.254,961.884
mL_AH1,0.483,-18.430,-2.796,-1.681,1.754,235.355,2.470,4.612,,,7.000,10.742,1234.910
mL_AH1,0.484,-21.323,-3.411,-1.898,1.797,231.923,2.687,4.465,,,7.000,11.230,1024.038
mL_AH1,0.485,-17.928,-4.009,-2.019,1.839,229.043,2.904,4.315,,,7.000,11.719,355.604
