Electrode,rawTimeSeries-NoLineNoise,bpThetaTimeSeries,bpGammaTimeSeries,thetaAngle,thetaPower,gammaAngle,gammaPower,Time
mL_AH1,-6.173887817,1.612675354,-1.382651682,-1.297688017,35.74775583,2.838392866,2.098830925,2.337
mL_AH1,-3.592094615,1.862893631,-1.51052749,-1.260670007,37.26207335,3.132656637,2.281875506,2.338
mL_AH1,-5.703368481,2.126618773,-1.511116002,-1.222488605,38.82283745,-2.859128947,2.475807844,2.339
mL_AH1,-7.191305295,2.403133901,-1.376993722,-1.183185608,40.42258896,-2.570367767,2.679321052,2.34
mL_AH1,-4.768203147,2.691568287,-1.112417037,-1.142836788,42.06130501,-2.283992125,2.890962625,2.341
mL_AH1,-7.691505427,2.990901384,-0.733420884,-1.101477887,43.73128695,-1.999784556,3.109011703,2.342
mL_AH1,-5.262018279,3.299968116,-0.266856316,-1.059183789,45.43234489,-1.717520877,3.331717352,2.343
mL_AH1,-0.827594014,3.617465415,0.251581526,-1.015983061,47.1566189,-1.437003849,3.557025673,2.344
mL_AH1,-2.46670786,3.941959952,0.780188156,-0.971948626,48.90374448,-1.158047181,3.782947639,2.345
mL_AH1,1.82302494,4.271896999,1.274715896,-0.927101544,50.66578688,-0.880476253,4.007213773,2.346
mL_AH1,1.160673962,4.605610368,1.692175124,-0.881512275,52.44219394,-0.604140836,4.227669387,2.347
mL_AH1,1.90917625,4.941333354,1.994635337,-0.835194538,54.22504925,-0.328887816,4.441969554,2.348
mL_AH1,3.026738885,5.277210594,2.152682261,-0.788216169,56.01359492,-0.054595975,4.647881193,2.349
mL_AH1,3.458024255,5.611310767,2.148210612,-0.740584007,57.80003108,0.218868202,4.84312971,2.35
mL_AH1,3.404771599,5.941640032,1.976285818,-0.692363285,59.58337196,0.491605814,5.025508446,2.351
mL_AH1,2.945566503,6.266156111,1.64588757,-0.643554592,61.35603552,0.76373284,5.192948376,2.352
mL_AH1,3.106376739,6.582782927,1.179446358,-0.59422066,63.11678318,1.035339047,5.343391166,2.353
mL_AH1,-1.507605621,6.889425665,0.61119238,-0.544356543,64.85835334,1.306525392,5.475086075,2.354
mL_AH1,0.055311077,7.183986188,-0.015555719,-0.494022593,66.57922853,1.577377947,5.586256128,2.355
mL_AH1,-3.731990759,7.464378656,-0.651936984,-0.443209068,68.27256963,1.847986142,5.675553404,2.356
mL_AH1,-8.125027591,7.72854528,-1.247625498,-0.391974052,69.93655489,2.118438407,5.741614671,2.357
mL_AH1,-4.021088304,7.974472059,-1.75508392,-0.340303744,71.56486755,2.388817586,5.783552071,2.358
mL_AH1,-7.047580812,8.200204425,-2.133618779,-0.288254036,73.15535883,2.659219021,5.800532233,2.359
mL_AH1,-5.162384144,8.40386265,-2.35287768,-0.23580778,74.70233019,2.929725588,5.792162977,2.36
mL_AH1,-6.345816537,8.583656924,-2.395475956,-0.183018712,76.20328764,-3.082742148,5.758224975,2.361
mL_AH1,-2.756586034,8.737901974,-2.258516175,-0.129867012,77.65324095,-2.811722305,5.698843031,2.362
mL_AH1,-1.991786476,8.865031133,-1.953861445,-0.076404254,79.04933897,-2.540280112,5.614452465,2.363
mL_AH1,-2.319221582,8.963609716,-1.507133762,-0.022608586,80.38738201,-2.268305781,5.505707391,2.364
mL_AH1,1.39930714,9.03234763,-0.955521741,0.031470642,81.66415731,-1.995659875,5.37369014,2.365
mL_AH1,0.286366641,9.07011109,-0.344587704,0.085856715,82.87632812,-1.722202015,5.219588322,2.366
mL_AH1,1.509920714,9.075933353,0.275647119,0.140502601,84.02032412,-1.447765016,5.045079148,2.367
mL_AH1,3.950969275,9.049024377,0.854996594,0.195432465,85.09373204,-1.172163315,4.851875784,2.368
mL_AH1,-0.073443413,8.988779319,1.347406655,0.250601723,86.09263716,-0.895188199,4.642164776,2.369
mL_AH1,-0.975950759,8.894785792,1.714878803,0.306034903,87.01559653,-0.616590598,4.418157764,2.37
mL_AH1,-0.815321397,8.766829827,1.930676653,0.36169003,87.85837382,-0.336098659,4.182446986,2.371
mL_AH1,-2.219537926,8.604900461,1.981535199,0.417591516,88.6205282,-0.053375798,3.937689479,2.372
mL_AH1,0.486757067,8.409192927,1.868680112,0.473700181,89.2975342,0.231944859,3.686776686,2.373
mL_AH1,-2.342404092,8.18011039,1.607568816,0.530039871,89.88996889,0.520319154,3.432728363,2.374
mL_AH1,-5.138739256,7.918264218,1.226377261,0.586574405,90.39306002,0.81225184,3.178636465,2.375
mL_AH1,-4.717415076,7.624472757,0.76336639,0.643326651,90.80840169,1.108356498,2.927772824,2.376
mL_AH1,-2.531710257,7.299758627,0.263360951,0.700263643,91.1310268,1.40932246,2.683342622,2.377
mL_AH1,-2.782802818,6.94534452,-0.22634829,0.757406889,91.36352896,1.715951375,2.448738929,2.378
mL_AH1,-2.991103723,6.562647545,-0.660316206,0.81472686,91.50080715,2.029134238,2.227201259,2.379
mL_AH1,-4.933706569,6.153272125,-0.999085932,0.872243362,91.54642047,2.349824749,2.022105276,2.38
mL_AH1,-6.076387923,5.719001503,-1.212792473,0.929930533,91.49520308,2.67899969,1.836646502,2.381
mL_AH1,-6.125474981,5.261787901,-1.283902545,0.987806161,91.35162972,3.017505829,1.674049971,2.382
mL_AH1,-6.695906058,4.783741391,-1.208839735,1.045848286,91.11054575,-2.917249189,1.537380409,2.383
mL_AH1,-4.989750455,4.287117557,-0.998340456,1.104072404,90.7772768,-2.558879135,1.429594926,2.384
mL_AH1,-8.715750408,3.774304021,-0.676497039,1.162460692,90.34676075,-2.191339331,1.35352629,2.385
mL_AH1,-10.36688789,3.247805933,-0.278560211,1.221026109,89.82509586,-1.816475506,1.311767479,2.386
mL_AH1,-9.542330921,2.710230508,0.152315716,1.279755211,89.20739753,-1.437157408,1.306804064,2.387
mL_AH1,-13.21925594,2.164270738,0.569105105,1.33865822,88.50044643,-1.056999487,1.340788264,2.388
mL_AH1,-9.984596887,1.612688371,0.925367291,1.397726305,87.69962216,-0.679766502,1.415736048,2.389
mL_AH1,-14.11935878,1.058296295,1.179729732,1.456966794,86.81228765,-0.308698901,1.533294805,2.39
mL_AH1,-16.2997224,0.503940436,1.299991115,1.516375707,85.83417301,0.053884677,1.694893358,2.391
mL_AH1,-15.76990253,-0.047518697,1.266463408,1.575957369,84.77311557,0.406780868,1.901613519,2.392
mL_AH1,-17.92362904,-0.593224673,1.07423184,1.635712885,83.62527982,0.749681663,2.154198092,2.393
mL_AH1,-17.53443206,-1.130343909,0.734101339,1.69564352,82.39886435,1.08297345,2.453098768,2.394
mL_AH1,-16.78914503,-1.656084372,0.272110023,1.755755712,81.09054727,1.407404162,2.798303755,2.395
mL_AH1,-14.94211947,-2.167714115,-0.272384374,1.816047662,79.70877259,1.723910257,3.189565138,2.396
mL_AH1,-17.59044956,-2.662579491,-0.849911245,1.876531392,78.25080472,2.033454609,3.626084497,2.397
mL_AH1,-19.30373282,-3.138122931,-1.405133642,1.937202112,76.72521713,2.336948019,4.106846676,2.398
mL_AH1,-17.95660311,-3.59190015,-1.881780829,1.998077696,75.12992456,2.635225399,4.630270525,2.399
mL_AH1,-22.79795671,-4.021596656,-2.227841429,2.059150511,73.4735164,2.929004669,5.194521524,2.4
mL_AH1,-21.25643961,-4.425043449,-2.400555892,2.120444582,71.75461121,-3.064260477,5.797268744,2.401
mL_AH1,-21.17152769,-4.800231799,-2.370751369,2.181949683,69.98170555,-2.777673158,6.435838472,2.402
mL_AH1,-22.69505071,-5.145326979,-2.12610742,2.243696326,68.15416288,-2.493952157,7.107201912,2.403
mL_AH1,-25.20243444,-5.458680877,-1.67302449,2.30567206,66.28028519,-2.212719291,7.807873758,2.404
mL_AH1,-26.4606146,-5.738843376,-1.03688242,2.367914283,64.36020814,-1.933640465,8.534189599,2.405
mL_AH1,-26.17960863,-5.984572429,-0.260614016,2.430408842,62.40194634,-1.656442813,9.281936608,2.406
mL_AH1,-29.70358091,-6.194842748,0.598332772,2.493200508,60.40641995,-1.380889455,10.04688431,2.407
mL_AH1,-25.93317842,-6.368853061,1.472424326,2.556274137,58.38127419,-1.106780791,10.82423248,2.408
mL_AH1,-26.96787746,-6.506031857,2.28951208,2.61968249,56.32821027,-0.833950112,11.60926528,2.409
mL_AH1,-20.95667548,-6.60604161,2.978891291,2.68341039,54.2544343,-0.562249374,12.3967802,2.41
mL_AH1,-16.99163195,-6.668781424,3.477429921,2.747519391,52.16240906,-0.291561899,13.18167696,2.411
mL_AH1,-18.29712593,-6.694388104,3.735229901,2.811995572,50.05884538,-0.021777195,13.95856117,2.412
mL_AH1,-15.33532831,-6.683235632,3.720311343,2.876910349,47.94693217,0.24718635,14.72207936,2.413
mL_AH1,-17.17591646,-6.635933063,3.421885202,2.942252791,45.83284332,0.515410568,15.46685762,2.414
mL_AH1,-17.90100424,-6.553320841,2.851895674,3.008105638,43.72044292,0.782953043,16.1874576,2.415
mL_AH1,-16.02225555,-6.436465576,2.044660451,3.074463295,41.61534091,1.049872737,16.87872015,2.416
mL_AH1,-11.19377686,-6.286653289,1.054601973,3.141421856,39.52201073,1.316211108,17.5353274,2.417
mL_AH1,-21.22551454,-6.105381198,-0.047768829,-3.074201024,37.44548588,1.582008388,18.15250014,2.418
mL_AH1,-26.92943624,-5.894348053,-1.181298311,-3.005922412,35.39076918,1.847295237,18.72527344,2.419
mL_AH1,-30.21489342,-5.655443118,-2.26061738,-2.93691164,33.36231868,2.112096575,19.24938199,2.42
mL_AH1,-30.71738208,-5.390733822,-3.203010815,-2.867036053,31.36557362,2.376435482,19.72045158,2.421
mL_AH1,-29.52061404,-5.102452194,-3.935145317,-2.796260405,29.40442985,2.640324719,20.13483787,2.422
mL_AH1,-32.10805071,-4.792980125,-4.399081043,-2.724425758,27.48465828,2.903781287,20.48897261,2.423
mL_AH1,-28.86562866,-4.464833573,-4.557050847,-2.65146871,25.60961652,-3.116376575,20.77992255,2.424
mL_AH1,-27.24762643,-4.120645806,-4.394596969,-2.577195353,23.78529255,-2.853767137,21.0050932,2.425
mL_AH1,-25.87340425,-3.763149782,-3.921796933,-2.501501401,22.01453867,-2.591578778,21.16234718,2.426
mL_AH1,-21.85904327,-3.395159802,-3.172475976,-2.424145253,20.30343773,-2.329806917,21.25016785,2.427
mL_AH1,-21.0936878,-3.019552544,-2.201477485,-2.344963422,18.65437707,-2.068459245,21.26729913,2.428
mL_AH1,-18.08443428,-2.639247621,-1.080229944,-2.263648089,17.07340753,-1.807538772,21.21333795,2.429
mL_AH1,-18.9441081,-2.257187791,0.109006066,-2.179950411,15.56249753,-1.547056703,21.08799302,2.43
mL_AH1,-17.8934623,-1.876318971,1.279717039,-2.093470077,14.12753734,-1.287024761,20.89195011,2.431
mL_AH1,-18.07691675,-1.499570174,2.347982093,-2.003836819,12.77012655,-1.027457704,20.62595385,2.432
mL_AH1,-17.72229754,-1.129833537,3.239008733,-1.910523221,11.49586774,-0.768377001,20.29171151,2.433
mL_AH1,-17.02153901,-0.769944568,3.892816748,-1.812992727,10.30604395,-0.5098023,19.89104685,2.434
mL_AH1,-8.367670096,-0.422662742,4.268609097,-1.710554365,9.205847529,-0.25176579,19.42659992,2.435
mL_AH1,-11.61328205,-0.090652609,4.347488662,-1.602466034,8.196297453,0.005705265,18.90127289,2.436
mL_AH1,-13.77008242,0.223534478,4.13332775,-1.487865634,7.282060747,0.262566727,18.31854578,2.437
mL_AH1,-13.6484439,0.517477871,3.651759793,-1.365827299,6.463943124,0.518779518,17.68234273,2.438
mL_AH1,-14.97139802,0.788904259,2.947425078,-1.235434518,5.745981407,0.774285419,16.99689595,2.439
mL_AH1,-15.12581367,1.035703303,2.079750144,-1.095809204,5.12881515,1.029027577,16.26703786,2.44
mL_AH1,-19.40307279,1.255942173,1.117660647,-0.94642716,4.615758723,1.282929566,15.49767164,2.441
mL_AH1,-19.23576009,1.447878885,0.133709722,-0.787135685,4.207327147,1.535908374,14.69437792,2.442
mL_AH1,-18.45728465,1.609974352,-0.801858329,-0.618736081,3.906034798,1.787861598,13.86265057,2.443
mL_AH1,-14.84386581,1.740903066,-1.626598454,-0.442810473,3.712306609,2.038667824,13.00863099,2.444
mL_AH1,-16.0097849,1.839562345,-2.290453195,-0.262234586,3.627795864,2.288184669,12.13831447,2.445
mL_AH1,-18.8575634,1.905080072,-2.759076364,-0.080350961,3.652863267,2.536233299,11.25820975,2.446
mL_AH1,-16.65072311,1.936820887,-3.015652947,0.098966485,3.78825775,2.782606708,10.37470481,2.447
mL_AH1,-10.23057146,1.934390779,-3.061117673,0.272593176,4.034291996,3.027037109,9.494493317,2.448
mL_AH1,-10.98635919,1.897640057,-2.912821135,0.437973201,4.390786177,-3.01397581,8.624220699,2.449
mL_AH1,-14.4737623,1.826664664,-2.601830414,0.593905396,4.858010849,-2.774473576,7.770602729,2.45
mL_AH1,-14.78840476,1.721805846,-2.169168484,0.739852992,5.434852508,-2.538142369,6.94038043,2.451
mL_AH1,-13.87359219,1.583648151,-1.661383113,0.876204919,6.121534861,-2.305640502,6.14014847,2.452
mL_AH1,-15.97096507,1.413015804,-1.125884479,1.003561089,6.916025495,-2.077798185,5.376561777,2.453
mL_AH1,-19.42990649,1.210967454,-0.606497723,1.122885936,7.818486009,-1.855711917,4.655962173,2.454
mL_AH1,-16.33086265,0.978789347,-0.139642462,1.235061047,8.825999257,-1.640808423,3.984726722,2.455
mL_AH1,-17.28589175,0.717986966,0.248520305,1.341032847,9.938639374,-1.43497763,3.368811562,2.456
mL_AH1,-14.75762221,0.430275204,0.543735195,1.441595264,11.15265735,-1.240707081,2.814124093,2.457
mL_AH1,-16.78992081,0.11756712,0.743976787,1.53749453,12.46800521,-1.061222958,2.326090034,2.458
mL_AH1,-15.87895307,-0.218038627,0.858465969,1.629354057,13.88017253,-0.900561287,1.909962949,2.459
mL_AH1,-16.39734729,-0.57427159,0.905520794,1.717714795,15.38894644,-0.763277063,1.570477118,2.46
mL_AH1,-12.94509677,-0.9487045,0.909497307,1.803046804,16.98914162,-0.653422995,1.312059496,2.461
mL_AH1,-11.25478578,-1.338769278,0.897163122,1.885728022,18.68033092,-0.572047588,1.138579456,2.462
mL_AH1,-12.09785425,-1.741773996,0.893900315,1.96611242,20.45675488,-0.513730774,1.053475613,2.463
mL_AH1,-17.77179293,-2.154920653,0.920149293,2.044458871,22.31771776,-0.464810761,1.059576925,2.464
mL_AH1,-20.35544782,-2.575323665,0.988480249,2.121038358,24.25699875,-0.407523488,1.159180659,2.465
mL_AH1,-20.49971879,-3.000028929,1.101615702,2.196025262,26.2735762,-0.327812447,1.353912441,2.466
mL_AH1,-19.73265776,-3.426033329,1.251631999,2.269632118,28.36089027,-0.21981497,1.644784582,2.467
mL_AH1,-19.27150649,-3.850304558,1.420448352,2.341973787,30.51753501,-0.084312994,2.032084766,2.468
mL_AH1,-23.46086764,-4.269801109,1.58158002,2.41322143,32.73674048,0.074718612,2.515412467,2.469
mL_AH1,-24.93603591,-4.681492306,1.703000456,2.483447932,35.01665898,0.252720826,3.093622743,2.47
mL_AH1,-25.41733704,-5.082378229,1.750838192,2.5527947,37.35044313,0.44560545,3.764801594,2.471
mL_AH1,-23.6057951,-5.469509409,1.693539885,2.621304921,39.73574887,0.650109251,4.52632188,2.472
mL_AH1,-22.19103357,-5.840006148,1.506070929,2.689098109,42.16578469,0.863694201,5.374699155,2.473
mL_AH1,-22.72837841,-6.191077348,1.173705895,2.756196409,44.63766047,1.084449156,6.305820885,2.474
mL_AH1,-21.28197956,-6.520038708,0.694985928,2.822702774,47.14477148,1.310912453,7.314637866,2.475
mL_AH1,-20.74860866,-6.824330193,0.083487728,2.888624489,49.6836387,1.54197878,8.395595142,2.476
mL_AH1,-20.0962423,-7.101532642,-0.631846363,2.954051575,52.24796989,1.776794808,9.542162409,2.477
mL_AH1,-24.31714974,-7.349383413,-1.407934484,3.018980938,54.83366299,2.014699152,10.74743159,2.478
mL_AH1,-25.93553526,-7.565790985,-2.190305679,3.083492163,57.43485611,2.25517671,12.0035589,2.479
mL_AH1,-27.12450605,-7.748848387,-2.917191219,-3.13561024,60.04680033,2.497813979,13.3024211,2.48
mL_AH1,-27.27930945,-7.896845414,-3.524634463,-3.07188478,62.66417157,2.742289082,14.63510632,2.481
mL_AH1,-24.13510494,-8.00827952,-3.952184004,-3.008531576,65.28156196,2.988332642,15.99246767,2.482
mL_AH1,-24.71917443,-8.081865344,-4.148659811,-2.945487256,67.89428003,-3.047448324,17.36483125,2.483
mL_AH1,-26.90236642,-8.116542804,-4.077452859,-2.882769396,70.4962594,-2.798864476,18.7422788,2.484
mL_AH1,-25.88500373,-8.111483722,-3.72083957,-2.820321287,73.08352127,-2.549239311,20.11471884,2.485
mL_AH1,-25.68388077,-8.066096939,-3.08286265,-2.758161845,75.64935455,-2.298697291,21.47178047,2.486
mL_AH1,-27.21073223,-7.980031909,-2.190444455,-2.696240422,78.19055685,-2.047333347,22.80331479,2.487
mL_AH1,-24.37462166,-7.853180746,-1.092548549,-2.634576171,80.69979974,-1.795233346,24.09888113,2.488
mL_AH1,-19.88847943,-7.685678737,0.142623472,-2.57312408,83.17470347,-1.542464676,25.34862856,2.489
mL_AH1,-19.47978937,-7.477903321,1.43223467,-2.511902684,85.60736334,-1.289085816,26.54247771,2.49
mL_AH1,-19.15153165,-7.230471562,2.684881341,-2.450872296,87.99625025,-1.035145984,27.67121186,2.491
mL_AH1,-11.21684106,-6.944236145,3.807651013,-2.390050171,90.33293782,-0.780683662,28.72556309,2.492
mL_AH1,-13.78826684,-6.620279925,4.713589808,-2.329401717,92.61675737,-0.525735288,29.69725941,2.493
mL_AH1,-12.97761868,-6.259909096,5.328945352,-2.268942401,94.8388286,-0.270324601,30.57827613,2.494
mL_AH1,-10.56738749,-5.864645013,5.599553353,-2.20864255,96.99933539,-0.014478074,31.36157114,2.495
mL_AH1,-10.64159626,-5.436214747,5.495794692,-2.148515459,99.08902403,0.241791354,32.04073788,2.496
mL_AH1,-10.1958408,-4.976540421,5.015661098,-2.088536237,101.1089066,0.498465977,32.61022625,2.497
mL_AH1,-8.172619944,-4.487727416,4.18562215,-2.028715721,103.0494487,0.755540711,33.06553365,2.498
mL_AH1,-8.827326634,-3.972051513,3.05917125,-1.969033688,104.9124516,1.013006368,33.40283951,2.499
mL_AH1,-15.87697923,-3.431945049,1.713127287,-1.909498319,106.688204,1.270863703,33.61972147,2.5
mL_AH1,-14.26830667,-2.869982176,0.241964225,-1.850093951,108.3792442,1.529112275,33.71429042,2.501
mL_AH1,-14.30353059,-2.288863307,-1.249384702,-1.790825983,109.9757985,1.787757649,33.6862647,2.502
mL_AH1,-18.74567212,-1.691398831,-2.653664158,-1.731683215,111.4810798,2.046808498,33.53583251,2.503
mL_AH1,-17.97874526,-1.080492204,-3.869703479,-1.672668187,112.885374,2.306275198,33.26480663,2.504
mL_AH1,-18.21255516,-0.459122493,-4.810391725,-1.613774058,114.1924977,2.566175892,32.87551769,2.505
mL_AH1,-22.60859825,0.169673512,-5.409551085,-1.555000494,115.3929257,2.826526831,32.37174021,2.506
mL_AH1,-22.91567867,0.802819523,-5.627128935,-1.496344899,116.4910007,3.087355992,31.75790804,2.507
mL_AH1,-18.22758589,1.437218213,-5.452270132,-1.437804085,117.4775188,-2.934497689,31.03956139,2.508
mL_AH1,-15.58787399,2.069769787,-4.904011158,-1.379379574,118.3572672,-2.672625189,30.22307768,2.509
mL_AH1,-14.87342906,2.697390574,-4.029540746,-1.321065385,119.1214964,-2.410176473,29.31552233,2.51
mL_AH1,-11.66105904,3.317031495,-2.900179501,-1.262867021,119.7753532,-2.147101503,28.32493523,2.511
mL_AH1,-9.261655436,3.925696321,-1.605425494,-1.204775797,120.3106732,-1.883349796,27.25963466,2.512
mL_AH1,-8.972579636,4.520459578,-0.245576466,-1.146801044,120.7328764,-1.618857356,26.12893835,2.513
mL_AH1,-7.863914964,5.098483998,1.076441992,-1.088931497,121.0345083,-1.353553523,24.94211849,2.514
mL_AH1,-2.836350297,5.657037389,2.263349569,-1.031180147,121.2211757,-1.087356176,23.70931567,2.515
mL_AH1,-1.340172685,6.193508819,3.231190083,-0.973533304,121.2862496,-0.820168161,22.4404286,2.516
mL_AH1,-0.371487864,6.705423999,3.915778114,-0.91600744,121.2354389,-0.551882335,21.14593632,2.517
mL_AH1,4.508351962,7.19045976,4.277388013,-0.858586621,121.0630442,-0.282366833,19.83600485,2.518
mL_AH1,2.609084436,7.646457536,4.303317109,-0.801290617,120.774795,-0.011478793,18.52097841,2.519
mL_AH1,0.295229056,8.071435746,4.008142512,-0.744101462,120.3660107,0.260959541,17.21090144,2.52
mL_AH1,-0.503553617,8.463601003,3.431692056,-0.687042031,119.8423654,0.535142476,15.91555549,2.521
mL_AH1,1.981306875,8.82135807,2.634946654,-0.630092571,119.2002706,0.81130934,14.64445841,2.522
mL_AH1,-0.886250336,9.143318515,1.694266259,-0.573278869,118.4452751,1.089727927,13.40646984,2.523
mL_AH1,-7.025142516,9.428307976,0.694469611,-0.516579657,117.5749389,1.37072103,12.21018535,2.524
mL_AH1,-2.088011192,9.675372034,-0.278612732,-0.460023445,116.5946242,1.65465897,11.06326186,2.525
mL_AH1,-1.148444765,9.883780625,-1.145459029,-0.403587757,115.5030771,1.941976634,9.973018424,2.526
mL_AH1,-5.971225514,10.05303098,-1.839421913,-0.347303636,114.3054213,2.233180438,8.94570447,2.527
mL_AH1,1.008031865,10.18284909,-2.311989072,-0.291147739,113.0016087,2.528847493,7.987082297,2.528
mL_AH1,-1.358209191,10.27318965,-2.536314908,-0.235153462,111.5964828,2.829645087,7.101855898,2.529
mL_AH1,-3.382106667,10.3242345,-2.508759291,-0.179296964,110.0912015,3.136300494,6.294049453,2.53
mL_AH1,0.402391303,10.33638967,-2.248349635,-0.123613826,108.4902976,-2.833570978,5.56674013,2.531
mL_AH1,3.775152453,10.31028084,-1.794266222,-0.068080113,106.7961163,-2.512805689,4.92214306,2.532
mL_AH1,2.80164651,10.24674745,-1.201621653,-0.012733441,105.0128591,-2.183842683,4.361677357,2.533
mL_AH1,6.390135851,10.1468354,-0.535948886,0.042449777,103.1440208,-1.84614679,3.885784908,2.534
mL_AH1,3.22483435,10.01178843,0.133083782,0.097430021,101.1934619,-1.499541225,3.49424596,2.535
mL_AH1,0.966014222,9.843038203,0.738156287,0.152230046,99.16577031,-1.144439028,3.1858549,2.536
mL_AH1,3.53873307,9.642193142,1.220400036,0.206808527,97.06446443,-0.782031182,2.95882801,2.537
mL_AH1,2.874932897,9.411026212,1.5345884,0.261186854,94.89515177,-0.414353383,2.810502545,2.538
mL_AH1,4.165047714,9.151461599,1.652974114,0.315321948,92.66101556,-0.044195503,2.737667269,2.539
mL_AH1,2.579820061,8.865560449,1.567461928,0.369233241,90.36859353,0.325296924,2.736430017,2.54
mL_AH1,-0.70364996,8.55550577,1.289957975,0.422875902,88.02074736,0.69105535,2.802351629,2.541
mL_AH1,-0.339147426,8.223586579,0.850901245,0.476266731,85.62484168,1.050594922,2.930553007,2.542
mL_AH1,-6.083663745,7.872181433,0.296142505,0.529359067,83.18343575,1.402223689,3.115623537,2.543
mL_AH1,-3.075251719,7.503741442,-0.317521693,0.582166318,80.70460605,1.74510813,3.35194047,2.544
mL_AH1,-2.65407976,7.120772912,-0.927739794,0.63463981,78.19063283,2.079113558,3.63341937,2.545
mL_AH1,-0.076457311,6.725819712,-1.47242704,0.686788677,75.65018023,2.40459531,3.953933051,2.546
mL_AH1,0.932723656,6.321445525,-1.895495279,0.738561924,73.08527561,2.722213061,4.307038969,2.547
mL_AH1,-3.870009456,5.910216081,-2.151984438,0.789963376,70.50504032,3.03274328,4.686342741,2.548
mL_AH1,-5.78865368,5.494681518,-2.212149515,0.840939239,67.91127616,-2.946171724,5.085352066,2.549
mL_AH1,-2.853262408,5.077358993,-2.064154671,0.891486797,65.31342757,-2.647389542,5.497645323,2.55
mL_AH1,-5.080791809,4.660715654,-1.715152329,0.941548757,62.71309774,-2.35336669,5.9169588,2.551
mL_AH1,-1.385372255,4.247152117,-1.190668814,0.991114386,60.11991919,-2.063470412,6.337087846,2.552
mL_AH1,-5.492909257,3.838986546,-0.532366493,1.040121899,57.53532142,-1.777131425,6.752229937,2.553
mL_AH1,-5.975829013,3.438439456,0.205607288,1.08855074,54.96899177,-1.493863375,7.156640583,2.554
mL_AH1,-8.377955554,3.047619352,0.961353782,1.136333273,52.42220757,-1.213241584,7.545159512,2.555
mL_AH1,-7.355177285,2.668509288,1.670617861,1.183436891,49.90458204,-0.934897674,7.912732542,2.556
mL_AH1,-7.160434167,2.302954466,2.272370305,1.229786257,47.41725717,-0.658519073,8.254975286,2.557
mL_AH1,-9.321731001,1.952650932,2.714091463,1.275333947,44.96964985,-0.383824897,8.56772408,2.558
mL_AH1,-7.477620946,1.619135473,2.956300623,1.319994464,42.56277782,-0.110583744,8.847466652,2.559
mL_AH1,-3.69459803,1.303776759,2.975944632,1.363702121,40.20574841,0.161421605,9.091081806,2.56
mL_AH1,-4.237308255,1.007767811,2.768361253,1.406358035,37.89945965,0.432366299,9.295998695,2.561
mL_AH1,-3.539181348,0.732119826,2.347658384,1.447874002,35.65260703,0.702420817,9.460227174,2.562
mL_AH1,-8.715729218,0.477657407,1.745488641,1.488133635,33.46596628,0.971722961,9.582186187,2.563
mL_AH1,-9.367408845,0.245015221,1.00833785,1.527021068,31.34773122,1.24040837,9.661033739,2.564
mL_AH1,-9.843104996,0.034636105,0.193573524,1.564397373,29.29854519,1.508591342,9.696204672,2.565
mL_AH1,-11.02870612,-0.153229366,-0.635395572,1.600113088,27.32602415,1.77638149,9.687952383,2.566
mL_AH1,-11.8685291,-0.318521867,-1.41442438,1.634001062,25.4306615,2.043879334,9.636724205,2.567
mL_AH1,-15.72410953,-0.461370868,-2.083941048,1.665872112,23.61943368,2.311175644,9.543757971,2.568
mL_AH1,-11.5378738,-0.582090757,-2.593806026,1.695525518,21.89265954,2.578363598,9.41047035,2.569
mL_AH1,-16.3961091,-0.681175601,-2.907310495,1.722727745,20.2566296,2.845521634,9.238932146,2.57
mL_AH1,-14.18358242,-0.759292563,-3.003984031,1.747242064,18.71145743,3.112739524,9.031436673,2.571
mL_AH1,-13.79358263,-0.817274054,-2.880989415,1.768791405,17.26271687,-2.903095648,8.790714087,2.572
mL_AH1,-13.94591365,-0.856108682,-2.553008668,1.787109088,15.91028061,-2.635524667,8.519787298,2.573
mL_AH1,-15.46284194,-0.87693108,-2.050657221,1.801888811,14.65899085,-2.367660362,8.221864904,2.574
mL_AH1,-15.13627752,-0.881010697,-1.417590759,1.81285915,13.50844046,-2.099413962,7.900501684,2.575
mL_AH1,-14.80862055,-0.869739659,-0.706580459,1.819726219,12.46274062,-1.830707114,7.5592053,2.576
mL_AH1,-12.20288461,-0.844619799,0.025082658,1.822274518,11.5211638,-1.561449622,7.201826899,2.577
mL_AH1,-3.56973627,-0.807248971,0.720441982,1.820309298,10.68710572,-1.291552179,6.83199784,2.578
mL_AH1,-4.835454724,-0.75930677,1.327561929,1.813782207,9.959478019,-1.020921308,6.45361254,2.579
mL_AH1,-3.788887298,-0.702539776,1.803645176,1.802736166,9.340990439,-0.749452864,6.07025349,2.58
mL_AH1,-4.211021221,-0.638746458,2.118238921,1.787440449,8.830155254,-0.477047314,5.685612166,2.581
mL_AH1,-2.070962924,-0.569761855,2.255278369,1.76832596,8.429038107,-0.203583614,5.303052577,2.582
mL_AH1,1.09347175,-0.497442173,2.213826183,1.746091993,8.13571685,0.071047261,4.925848833,2.583
mL_AH1,-1.909831129,-0.423649413,2.007487342,1.721604547,7.951665306,0.346982708,4.556984648,2.584
mL_AH1,-0.352131571,-0.350236157,1.662598259,1.695932715,7.874496565,0.624344249,4.199153753,2.585
